"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""updated_at"",""url_lang_1"",""url_lang_2""",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""sensitive"",""updated_at"",""url_lang_1"",""url_lang_2"""
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register-based employment statistics are based on a new data source for employees called the a-ordning from 2015 onwards. Changing the data source results in changes in the time series from 2015. Figures for man-years based on the new data source cannot be directly compared with figures from the old data source. Please see About the statistic for the register-based employment statistics for more information about this (ssb.no).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accuracy and reliability
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sources of error and uncertainty
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Measurement and Processing Errors
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The controls built into the electronic questionnaires, file extracts for accounting data, and data reception at Statistics Norway (SSB) provide an automatic and quick feedback loop to the respondent, allowing them to rectify any errors during reporting."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Errors due to missing units
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KOSTRA data is based on a complete population count, meaning that all units in this statistic, including municipalities and districts, must report each year."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One challenge, primarily in March, is that several municipalities do not report data in time for inclusion in the preliminary publication of figures. If the number of missing units is substantial in March, it can be challenging to provide information at the national level for certain variables and indicators. To compensate for this, estimated values are calculated for municipalities lacking data, enabling the presentation of estimated values at national and regional levels."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Several methods are used to estimate national and regional values, depending on what suits the statistical variable. Some methods assume a positive correlation between the statistical variable and an explanatory variable, such as population or the previous year's value for the municipality. For municipal health services, population is used as the explanatory variable for all estimated variables. Based on this, an estimate can be given for the entire country and for various regional levels."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The estimated figures should only be used as an estimate of what the country total could have been if all data had been reported, and not as actual sums."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A-Ordningen, from 2015"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There are omittances in reporting of share of positions, which are used to calculate contractual/normal working hours. This applies in particularly for hourly wages. Therefore, SSB has developed a new method that provides better information about working hours. More information in the article: New method provides better information about working hours (ssb.no)."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Self-employed individuals are identified using information from the Sole-proprietorship registry. This register is available 11 months after the end of the year. Therefore, SSB uses information from the year before the reference year. Due to this time lag, individuals may be classified as employed if they terminated their business in the previous year."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Before 2015, total employment figures were determined by the Labor Force Survey (LFS) and divided into employees and self-employed. From 2015 onwards, only the number of self-employed individuals is determined by LFS. For employees, the uncertainty associated with survey data was eliminated. On the other hand, the level of employees was slightly underestimated. However, from April 26, 2018, the level of employees will no longer be the same. This is because new LFS figures were published after a new estimation method was introduced. More information about this can be read here: New method provides better LFS figures (ssb.no)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Limitations of man-year figures from Register-Based Employment Statistics
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Man-year data from the register-based employment statistics at the municipal level does not account for potential cross-municipal border purchases and sales, or inter-municipal cooperation. If multiple municipalities have cooperation involving various personnel, man-years will only be registered in the host municipality. Man-year data also does not account for potential purchases from private providers or specialist health services."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Errors
," therefore, the questionnaire is not perfectly suited for all of them. This can result in discrepancies between the data registrations and the operational status that the questionnaire the intends to capture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The organization of municipal health care services can vary between municipalities
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hours worked by private practicing regular GPs with GP agreements: According to the questionnaire guidance, the figures should include hours per week agreed upon between the GPs and the municipality. The calculation of hours per week for a private practicing GPs assumes that a full position is equivalent to 37.5 hours per week. However, some municipalities may include actual hours worked, even if this exceeds the hours specified in the agreement."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hours of municipal employed GPs: According to the guidance, overtime should not be included. However, some municipalities may include overtime. Figures for these municipalities are edited if SSB becomes aware that such work has been included."",""Om statistikken"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statistikken gir ei samla oversikt over den kommunale omsorgstenesta, inkludert tenester utført av privat verksemd på vegne av kommunane. Statistikken omfattar opplysningar om brukarar av ulike tenester, kapasitet og ressursinnsats (t.d. talet på plassar), personell samt rekneskapstal."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Årsverk – stillingar
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Årsverk for legar og fysioterapeutar i dei kommunale helse- og omsorgstenestene blir rapportert inn via skjema, medan årsverk for andre yrkesgrupper vert henta frå register. Personellet vert registrert i timar per veke. Talet på timar per veke vert rekna om til heile årsverk (heile stillingar) ved å dividere med eit normaltal per veke. I praksis inneber dette at ein dividerer med 36 timar for fysioterapeutar og 37,5 timar for legar. For dei andre yrkesgruppene innan helse- og omsorg er timar per veke 35,5. I helse- og omsorgsstatistikken er årsverk meint å romme alt arbeid innanfor heimetenestene og institusjonane, dvs. at dataregistreringane ikkje berre er avgrensa til funksjonane knytte direkte til brukarane og bebuarane, men famnar òg administrasjon og leiing, reinhald og kjøken. Dei tilsette vert registrerte etter utdanning per 31. desember. Alle deltidsstillingar vert rekna om til heiltidsstillingar. Ein registrerer berre avtalt arbeidstid."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overtid skal ikkje reknast med. Det er avtalte timar og ikkje utførte timar som skal registrerast. Registreringa skal gjelde for ei representativ veke ved utgangen av året.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Organisering av legar og fysioterapeutar: Med organisering meiner ein den forma for tilknyting den enkelte lege og fysioterapeut har avtalt med kommunen. Det er fire formar for tilknyting den einskilde yrkesutøvar kan ha: 1) driftsavtale med kommunen, 2) fast løn, 3) turnuskandidat og 4) legar/fysioterapeutar utan avtale."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legar og fysioterapeutar med fast løn: Desse yrkesutøvarane er kommunale lønnsmottakarar og er tilsette i stillingar som kommunen har utlyst som kommunelege eller kommunefysioterapeut. Dette kan dreie seg om stillingar både på heiltid og deltid. Kommunane dekkjer alle utgiftene til stillingane, medan folketrygda gjev faste tilskot til kommunen per stilling. Arbeidsoppgåvene til desse fastløna legane og fysioterapeutane er fastlagde gjennom kommunale instruksar."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legar og fysioterapeutar med kommunal avtale: Desse er i utgangspunktet privatpraktiserande, men inngår avtale med kommunen eller bydelen. Ordninga byggjer på ein avtale mellom Kommunesektorens organisasjon (KS), Helse- og omsorgsdepartementet og legane og fysioterapeutane sine organisasjonar. Dette inneber at legane forpliktar seg til å delta i ordningar for legevakt og kommunale oppgåver som eldreomsorg og førebyggjande funksjonar. Kor mykje den enkelte skal utføre av desse oppgåvene, samt opningstider for praksisane, vert definert i dei konkrete avtalene mellom den einskilde yrkesutøvar og kommunen/bydelen. Grunnlaget for inntekta til legar og fysioterapeutar med kommunal avtale er refusjonar frå folketrygda, pasientane sine eigenbetalingar og eit fast beløp (driftstilskot) frå kommunen som vederlag for avtalen."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Legar og fysioterapeutar utan kommunal avtale: Det finst også yrkesutøvarar som driv privat praksis utan å ha avtale med kommunen. For den einskilde pasient vil det ikkje ha noko å seie økonomisk om ein nyttar turnuskandidatar, legar med fast løn, eller legar med kommunal avtale. Legar utan kommunal avtale kan, innanfor visse rammer, ta så høg eigenbetaling som pasientane er viljuge til å godta."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnuskandidatar: Turnuskandidatar har vore ein viktig del av tilbodet av tenester frå legar og fysioterapeutar i mange kommunar. I desember 2012 vart føreskrift om spesialistgodkjenning og turnusstillingar (”Forskrift nr 1384 av 21.12.200 om spesialistgodkjenning av helsepersonell og turnusstillinger for leger”) endra slik at det ikkje lenger er krav til turnusteneste for å få autorisasjon som lege. I staden er det krav om turnussteneste for legar i samband med ei eventuell spesialistutdanning. Med denne endringa, vil ein ha følgjande omgrep:"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnuslege: autorisert lege i stilling knytta til spesialistutdanning.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turnusfysioterapeut: person som har fullført fysioterapiutdanning og er i praktisk turnusteneste, der 6 mnd. skal gjennomførast i kommunal helse- og omsorgsteneste og 6 mnd. skal gjennomførast i spesialisthelsetenesta. Slik turnusteneste er framleis eit vilkår for å få autorisasjon som fysioterapeut."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Registerbasert sysselsetjingsstatistikk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Til og med 2014-årgangen: Årsverk for lege og fysioterapeut vert henta frå KOSTRA skjema 1 «Personell og verksemd i den kommunale helse- og omsorgstenesta», medan årsverk innan helsestasjons- og skulehelsetenesta og omsorgstenestene vert henta frå register.Desse årsverka er basert på fleire ulike register. Hovudkjeldene til registerbasert statistikk for helse- og sosialpersonell er helsepersonellregisteret til Helsedirektoratet (tidlegare Helsetilsynets autorisasjonsregister) og SSB sin Nasjonal utdanningsdatabase NUDB. Informasjon om arbeidstakarforhold og sjølvstendige næringsdrivande vart henta frå NAVs arbeidstakarregister, og løns- og trekkoppgåveregisteret (LTO), og sjølvmeldingsregisteret administrert av Skattedirektoratet, Enhetsregisteret/Verksemds- og føretaksregister og lønsregister over kommunalt og statleg tilsette."
