"annotation,""annotation_id"",""annotator"",""created_at"",""date_lang_1"",""date_lang_2"",""doc_hash_lang_1"",""doc_hash_lang_2"",""domain_lang_1"",""domain_lang_2"",""fulltext_joined_lang_1"",""fulltext_joined_lang_2"",""fulltext_lang_1"",""fulltext_lang_2"",""id"",""lang_lang_1"",""lang_lang_2"",""lead_time"",""mimetype_lang_1"",""mimetype_lang_2"",""updated_at"",""url_lang_1"",""url_lang_2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom ph.d.-avhandlingen består av en artikkelsamling og et sammendrag, vil kandidaten alene ha opphavsretten til de deler som er resultatet av vedkommendes selvstendige, skapende innsats. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artikler skrevet av flere uten at det er mulig å skille de enkeltes bidrag ut som eget verk, vil være fellesverk. For slike artikler har forfatterne i fellesskap opphavsrett. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hvis kandidaten i forbindelse med ph.d.-prosjektet gjør en patenterbar oppfinnelse, skal skriftlig melding om oppfinnelsen gis til høgskolen uten unødig opphold i samsvar med arbeidstakeroppfinnelsesloven. Etter samme lov har høgskolen rett til å kreve retten til oppfinnelsen overført til seg. Er oppfinnelsen frembrakt i samarbeid med veiledere, skal oppfinnerne sammen fastsette sine respektive andeler i den patenterbare oppfinnelsen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten har likevel rett til å publisere oppfinnelsen på de vilkårene som går fram av arbeidstakeroppfinnelsesloven. Denne publiseringsretten gjelder tilsvarende for veiledere, dersom oppfinnelsen er gjort i fellesskap, og kandidatens eller tredjeparts rett ikke er til hinder for det. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partene er kjent med IPR-reglementet for HVL som består av IPR-politikk og IPR-retningslinjer. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8 SKIFTE AV VEILEDER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten og veilederen kan ved enighet anmode programutvalget om å oppnevne ny veileder for kandidaten. Veilederen kan ikke fratre før ny veileder er oppnevnt. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hvis kandidaten eller veilederen ikke er enige om skifte av veileder, skal de i fellesskap søke å finne en løsning på den situasjonen som er oppstått. Programutvalget skal om nødvendig bistå. Hvis skifte av veileder er ønskelig fordi det er uenighet om den andre parten etterlever sine forpliktelser etter punkt 4 og 5, plikter den parten som hevder at det foreligger brudd på forpliktelser, å ta dette opp med den andre parten. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom kandidaten og veilederen ikke kommer fram til enighet om hvordan situasjonen skal løses, kan kandidaten eller veilederen be programutvalget om å bli løst fra veiledningsavtalen. Den parten som sender forespørselen, skal sende kopi til den andre parten. Beslutningen om å løse kandidaten og veilederen fra veilederavtalen tas av programutvalget. I forbindelse med slikt vedtak skal det besluttende organ påse at ph.d.-kandidaten inngår veilederavtale med ny veileder. Eventuelle eksterne parter skal informeres om forhold som nevnt i dette punktet. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9 TVISTER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tvister om veileders og kandidats faglige rettigheter og plikter i henhold til denne avtalen kan bringes inn av partene til behandling og avgjørelse ved programutvalget. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom programutvalget fatter enkeltvedtak i saken, kan vedtaket påklages til nærmeste overordnede organ. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10 AVSLUTTENDE BESTEMMELSER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtalen (del B) er inngått innenfor rammene av gjeldende regler og retningslinjer for ph.d.-utdanning, herunder institusjonens ph.d.-forskrift. Avtalens originaldokumenter arkiveres ved høgskolen, jf. også bestemmelsene om arkivering i del A, punkt 4. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________, den _____/_____ 20_____ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift ph.d.-kandidaten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift hovedveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift medveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift medveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift leder grunnenhet);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENDRINGER OG PRESISERINGER AV AVTALEN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Følgende endringer/presiseringer er inntatt i avtalen: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________ _________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_______________________, den _____/_____ 20_____;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift ph.d.-kandidaten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift hovedveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift medveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift medveileder);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________________________________ (underskrift leder grunnenhet);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVTALE VED OPPTAK TIL PH.D.-UTDANNING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VED HØGSKULEN PÅ VESTLANDET;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen består av del A, B og C. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEL C: AVTALE MELLOM EKSTERN INSTITUSJON OG HØGSKOLEN OM GJENNOMFØRING AV PH.D.-UTDANNING ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
For nærings-ph.d. og offentlig sektor-ph.d. skal det i tillegg til “Avtale ved opptak” inngås særskilt samarbeidsavtale mellom HVL og kandidatens arbeidsgiver, jf. retningslinjer fra Norges forskningsråd. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 AVTALENS PARTER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Det er inngått én avtale for hver ekstern part, jf. nedenfor. I hver av disse avtalene er høgskolen part. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtale er inngått mellom: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(heretter kalt høgskolen) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(heretter kalt kandidaten) og ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(heretter kalt ekstern part) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ekstern part er kjent med avtalens del A og del B. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2 AVTALENS FORMÅL OG VARIGHET ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtalen har som mål å sikre at kandidaten har tilfredsstillende arbeidsbetingelser for gjennomføring av ph.d.-utdanningen. Avtalen fastsetter partenes rettigheter og plikter i avtaleperioden. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidatens prosjekt har arbeidstittelen ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grunnlaget for utdanningen og avhandlingen fremgår av punkt 4 i del A: Generell avtale ved opptak. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Denne avtalen har samme varighet som avtalen mellom kandidaten og høgskolen (jf. del A punkt 3). ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avtalen opphører å gjelde hvis ph.d.-utdanningen frivillig eller tvungent avsluttes før avtalt tid. Hver av partene skal i slike tilfeller søke en ordnet avvikling av sine forpliktelser i forhold til de andre partene. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3 PARTENES SAMARBEID ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partene forplikter seg til å samarbeide nært om å bidra til gjennomføringen av ph.d.-utdanning som nevnt i punkt 2. Partene plikter å holde hverandre informert om alle forhold av betydning for gjennomføringen. Partene skal så tidlig som mulig informere hverandre om forhold som kan påvirke gjennomføringen av avtalen. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partene plikter å samarbeide aktivt for å finne løsning på de problemene som måtte oppstå. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4 PARTENES RETTIGHETER OG PLIKTER NÅR KANDIDATEN ER TILSATT HOS EKSTERN PART ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten tilsettes ved: _____________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
med lønnstrinn/lønnsplassering __________ som brutto for tiden utgjør kr._______________ pr. år/måned i den perioden avtalen varer, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dvs. for perioden f.o.m. _________________t.o.m. _________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal i avtaleperioden ha arbeidsplass ved: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_______________________________________________________________________ (institusjon) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
________________________________________________________ (grunnenhet, fakultet) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
I tillegg til lønn som nevnt ovenfor, kommer driftskostnader til følgende formål: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
De samlede kostnader er beregnet til kr. _________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
som finansieres/stilles til disposisjon av ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
___________________________________________________(høgskolen, ekstern part) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Høgskolen og ekstern part inngår ved behov avtale om finansiering av ekstra midler til utstyr og drift. Slik tilleggsavtale skal arkiveres sammen med avtalen her. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5 INFRASTRUKTUR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kandidaten skal ha til disposisjon nødvendig infrastruktur og utstyr for gjennomføring av ph.d.-utdanningen, jf. punkt 8 i avtalens Del A. Høgskolen skal i samråd med ekstern part avgjøre hva som er nødvendig infrastruktur og hvordan den skal finansieres. Den institusjonen/enheten hvor kandidaten har sin arbeidsplass, er ansvarlig for å oppfylle forpliktelsene på dette området. Kandidaten vil i avtaleperioden ha behov for finansiering av følgende driftskostnader:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finansiering av driftskostnader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Utstyr og formål;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HVL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ekstern part;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(HVL-pc, driftsmidler, etc.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6 IMMATERIELLE RETTIGHETER (Intellectual Property Rights; IPR) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom kandidaten er eneforfatter av ph.d.-avhandlingen, har vedkommende alene opphavsretten til verket. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dersom ph.d.-avhandlingen består av en artikkelsamling og et sammendrag, vil kandidaten alene ha opphavsretten til de deler som er resultatet av vedkommendes selvstendige skapende innsats. Artikler skrevet av flere uten at det er mulig å skille den enkeltes bidrag ut som eget verk, vil være fellesverk. For slike artikler har forfatterne i fellesskap opphavsrett. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
De deler av doktorgradsavhandlingen som kandidaten alene har opphavsrett til, samt andre faglitterære verk som er resultat av arbeidet med avhandlingen og som kandidaten alene har opphavsrett til, kan vederlagsfritt benyttes ved fremstilling av kopier til bruk i den eksterne parts virksomhet. Det samme skal gjelde fremføring av verkene for den eksterne parts ansatte (og eventuelt studenter, hvis den eksterne part er en undervisningsinstitusjon) i forbindelse med den eksterne parts vanlige virksomhet. Ved slik bruk av kandidatens publiserte avhandling skal kandidaten navngis slik lovgivning og god skikk tilsier. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hvis kandidaten under utførelsen av avhandlingen gjør en patenterbar oppfinnelse, skal skriftlig melding om oppfinnelsen gis, uten unødig opphold, til den av partene kandidaten har inngått tilsettingsavtale med, i samsvar med arbeidstakeroppfinnelsesloven. Den andre institusjonsparten skal ha kopi til orientering. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Høgskolen har rett til vederlagsfri utnyttelse i forsknings- og undervisningsøyemed.  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
For øvrig kan partene, på forhånd eller på annen måte, avtale å overdra rettighetene til kommersiell utnytting av oppfinnelsen til ekstern part. Slik avtale skal arkiveres sammen med avtalen her. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7 PUBLISERING OG KREDITERING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Det kan ikke legges restriksjoner på offentliggjøring og publisering av en doktorgradsavhandling, med unntak for en på forhånd avtalt utsettelse av datoen for offentliggjørelse/publisering slik at ekstern part kan ta stilling til patentering/kommersialisering. Ekstern part kan ikke stille vilkår om at hele eller deler av doktorgradsavhandlingen ikke skal kunne offentliggjøres eller publiseres. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ved offentliggjøring eller publisering av avhandlingen skal høgskolen krediteres dersom høgskolen har gitt et nødvendig og vesentlig bidrag til eller grunnlag for kandidatens medvirkning til det offentliggjorte eller publiserte arbeidet. Det samme gjelder for ekstern part, dersom også denne har gitt et nødvendig og vesentlig bidrag. Normalt vil både kandidatens arbeidsgiver og den gradsgivende institusjonen anses å ha gitt slikt nødvendig og vesentlig bidrag. Også andre institusjoner/virksomheter kan anses å ha gitt slike bidrag. Det vises til UHRs veiledende retningslinjer for kreditering av vitenskapelige publikasjoner til institusjoner. Avvik fra plikten til kreditering som nevnt i paragrafen her, kan gjøres i samsvar med UHRs retningslinjer. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8 FELLES BEHANDLINGSANSVAR FOR PERSONOPPLYSNINGER  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
For prosjekter som skal behandle personopplysninger, skal HVL og den eksterne parten inngå avtale om felles behandlingsansvar i henhold til personvernforordningen artikkel 26. Avtalen om felles behandlingsansvar skal godkjennes av virksomhetenes ledelse. Kandidaten skal sørge for at denne avtalen inngås før datainnsamlingen starter. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 9 AVSLUTTENDE BESTEMMELSER ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Partene kan ved skriftlig tilleggsavtale foreta endringer eller tilføyelser i denne avtale. Tvist om forståelsen av denne avtale skal søkes løst ved forhandlinger. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________, den _____/_____ 20_____ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur høgskolen v/ dekan);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur kandidaten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur ekstern part);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENDRINGER OG PRESISERINGER AV AVTALEN ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Følgende endringer/presiseringer er tatt inn i avtalen: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________________________________ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
______________________________, den _______ ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur høgskolen v/ dekan);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur kandidaten);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
__________________________________________________________ (signatur ekstern part);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
